,start_time,end_time,wav_file,emotion,val,act,dom
4655,71.8503,75.1931,Ses03M_impro02_F011,fru,1.5,3.0,3.5
4656,75.9492,81.3415,Ses03M_impro02_F012,xxx,1.5,3.0,4.0
4657,81.441,84.0675,Ses03M_impro02_F013,sad,2.0,2.5,3.0
4658,84.1073,87.5694,Ses03M_impro02_F014,sad,1.5,3.0,3.5
4659,93.678,97.4785,Ses03M_impro02_F015,sad,1.5,2.5,3.5
4660,101.0401,103.8875,Ses03M_impro02_F016,sad,1.5,2.0,3.0
4661,110.0339,113.51,Ses03M_impro02_F017,sad,1.5,2.5,3.5
4662,119.5648,123.0071,Ses03M_impro02_F018,fru,1.5,3.5,3.5
4663,123.9423,131.384,Ses03M_impro02_F019,fru,1.5,4.0,4.0
4664,132.4585,134.6074,Ses03M_impro02_F020,fru,1.5,1.5,3.0
4665,139.9201,144.4325,Ses03M_impro02_F021,xxx,2.0,3.0,3.5
4666,144.5548,150.8439,Ses03M_impro02_F022,sad,2.0,3.5,3.5
4667,152.0377,154.8035,Ses03M_impro02_F023,sad,1.5,3.0,3.5
4668,157.755,163.96,Ses03M_impro02_F024,sad,2.0,4.0,4.0
4669,166.0059,168.7915,Ses03M_impro02_F025,sad,1.5,3.0,3.5
4670,168.9905,175.895,Ses03M_impro02_F026,sad,1.5,3.5,4.0
4671,180.4714,185.227,Ses03M_impro02_F027,sad,1.5,2.5,2.0
4672,190.7187,203.06,Ses03M_impro02_F028,sad,1.5,3.0,4.0
4673,203.16,206.5572,Ses03M_impro02_F029,sad,2.0,3.0,3.5
4674,207.373,213.004,Ses03M_impro02_F030,sad,1.5,3.0,4.0
4675,218.0779,221.1621,Ses03M_impro02_F031,sad,1.5,2.0,3.0
4676,221.7988,225.5594,Ses03M_impro02_F032,sad,1.5,2.5,3.5
4677,228.0069,232.6828,Ses03M_impro02_F033,sad,1.5,3.5,4.0
4678,236.4832,238.2342,Ses03M_impro02_F034,sad,2.0,3.5,4.0
4679,238.274,241.09,Ses03M_impro02_F035,fru,1.5,4.0,4.0
4680,243.527,248.2228,Ses03M_impro02_F036,fru,2.0,3.5,3.5
4681,249.3769,254.155,Ses03M_impro02_F037,fru,2.5,3.5,3.5
4682,5.7703,9.1927,Ses03M_impro02_M000,sad,2.5,2.0,2.5
4683,18.5048,20.6139,Ses03M_impro02_M001,sad,2.5,2.0,2.0
4684,21.6685,24.6731,Ses03M_impro02_M002,sad,2.5,2.5,3.0
4685,24.7924,29.4375,Ses03M_impro02_M003,sad,2.0,2.5,3.0
4686,33.8658,38.4223,Ses03M_impro02_M004,sad,2.0,2.5,3.0
4687,42.6008,44.6702,Ses03M_impro02_M005,sad,2.5,2.0,2.5
4688,46.065,48.8288,Ses03M_impro02_M006,sad,2.0,2.0,3.0
4689,56.11,59.2949,Ses03M_impro02_M007,xxx,1.5,2.0,3.5
4690,59.8123,62.976,Ses03M_impro02_M008,fru,2.0,2.5,3.0
4691,66.657,69.7412,Ses03M_impro02_M009,fru,2.0,2.5,3.0
4692,69.7412,75.3921,Ses03M_impro02_M010,fru,2.0,3.0,3.0
4693,80.665,82.9532,Ses03M_impro02_M011,sad,1.5,2.0,3.0
4694,83.7292,86.9924,Ses03M_impro02_M012,sad,2.0,2.5,3.5
4695,87.4501,94.32,Ses03M_impro02_M013,neu,2.5,3.0,3.5
4696,97.2198,100.0452,Ses03M_impro02_M014,xxx,2.0,2.5,3.0
4697,103.4425,109.3425,Ses03M_impro02_M015,neu,2.0,3.0,4.0
4698,110.0538,113.2175,Ses03M_impro02_M016,sad,1.5,3.0,3.0
4699,113.2175,116.5975,Ses03M_impro02_M017,fru,2.0,3.0,3.5
4700,117.3164,120.5199,Ses03M_impro02_M018,fru,2.0,2.5,3.0
4701,122.3903,124.7875,Ses03M_impro02_M019,sad,2.0,3.0,3.5
4702,126.675,129.7524,Ses03M_impro02_M020,fru,2.0,2.0,2.5
4703,130.1702,133.8115,Ses03M_impro02_M021,fru,2.0,2.5,3.5
4704,133.8115,137.2725,Ses03M_impro02_M022,fru,2.0,3.0,3.5
4705,137.365,140.0196,Ses03M_impro02_M023,fru,3.0,2.5,2.5
4706,149.8888,153.1918,Ses03M_impro02_M024,sad,2.0,2.5,2.5
4707,153.7887,157.1713,Ses03M_impro02_M025,sad,2.0,3.0,3.0
4708,157.1713,161.2304,Ses03M_impro02_M026,sad,2.0,2.5,3.0
4709,163.3396,167.14,Ses03M_impro02_M027,sad,2.0,2.5,3.5
4710,176.9098,180.9092,Ses03M_impro02_M028,sad,2.5,2.0,2.5
4711,184.8887,190.9177,Ses03M_impro02_M029,sad,2.5,2.5,3.0
4712,204.0501,207.6516,Ses03M_impro02_M030,sad,2.5,3.0,2.5
4713,212.3872,215.6703,Ses03M_impro02_M031,sad,2.0,2.5,2.5
4714,220.1672,222.5325,Ses03M_impro02_M032,sur,1.5,3.5,4.0
4715,223.6294,227.8477,Ses03M_impro02_M033,sur,2.0,3.5,4.0
4716,231.9864,237.04,Ses03M_impro02_M034,fru,2.0,3.0,4.0
4717,237.1797,239.7067,Ses03M_impro02_M035,fru,1.5,2.5,3.5
4718,240.423,244.303,Ses03M_impro02_M036,fru,2.0,3.0,3.5
4719,253.3962,259.2859,Ses03M_impro02_M037,fru,2.0,3.0,3.5
4720,2.3299,4.615,Ses03M_impro03_F000,xxx,4.0,3.0,3.0
4721,6.2964,7.8946,Ses03M_impro03_F001,exc,4.0,2.5,3.0
4722,14.285,25.0825,Ses03M_impro03_F002,sur,4.5,4.0,4.5
4723,25.1665,28.925,Ses03M_impro03_F003,exc,4.5,4.5,4.0
4724,29.9675,34.17,Ses03M_impro03_F004,exc,4.5,4.5,4.0
4725,35.59,41.3575,Ses03M_impro03_F005,exc,4.0,3.5,3.5
4726,41.3825,47.1559,Ses03M_impro03_F006,exc,3.5,4.0,3.5
4727,47.2875,49.4858,Ses03M_impro03_F007,xxx,4.0,3.0,2.5
4728,56.2058,58.863,Ses03M_impro03_F008,xxx,3.5,3.0,2.5
4729,59.5725,64.095,Ses03M_impro03_F009,xxx,4.5,3.5,4.0
4730,64.94,70.2428,Ses03M_impro03_F010,exc,4.5,4.5,4.0
4731,70.8012,72.2069,Ses03M_impro03_F011,xxx,4.0,2.5,2.5
4732,81.5456,86.9756,Ses03M_impro03_F012,hap,4.0,3.0,4.5
4733,87.0333,88.9203,Ses03M_impro03_F013,xxx,4.0,3.0,3.0
4734,89.105,92.6173,Ses03M_impro03_F014,xxx,2.0,3.5,3.0
4735,92.8676,95.6211,Ses03M_impro03_F015,neu,3.0,2.5,3.0
4736,96.595,106.0767,Ses03M_impro03_F016,hap,2.5,4.0,4.0
4737,112.7967,115.3962,Ses03M_impro03_F017,hap,3.5,3.5,3.0
4738,115.454,119.5553,Ses03M_impro03_F018,neu,3.0,3.0,3.5
4739,121.175,124.63,Ses03M_impro03_F019,xxx,4.0,3.0,3.5
4740,129.115,132.74,Ses03M_impro03_F020,xxx,4.0,4.5,4.0
4741,134.5551,138.14,Ses03M_impro03_F021,hap,3.0,3.0,3.5
4742,140.4664,142.8155,Ses03M_impro03_F022,hap,3.5,2.0,2.5
4743,145.4342,153.7332,Ses03M_impro03_F023,exc,3.0,4.5,4.0
4744,153.7525,157.7825,Ses03M_impro03_F024,exc,3.5,4.5,4.0
4745,164.6702,166.7882,Ses03M_impro03_F025,hap,3.5,3.0,2.0
4746,166.8267,170.543,Ses03M_impro03_F026,hap,2.0,3.5,4.0
4747,172.3145,174.6251,Ses03M_impro03_F027,hap,2.5,3.0,3.5
4748,177.9947,180.065,Ses03M_impro03_F028,sur,2.5,2.0,3.0
4749,181.2,183.3925,Ses03M_impro03_F029,sur,3.0,4.5,4.0
4750,184.3138,191.7622,Ses03M_impro03_F030,sur,2.0,3.5,4.0
4751,191.7622,197.558,Ses03M_impro03_F031,xxx,2.0,4.5,4.5
4752,197.8275,201.3512,Ses03M_impro03_F032,xxx,1.5,4.5,4.5
4753,202.1985,204.8025,Ses03M_impro03_F033,hap,2.0,3.0,3.5
4754,205.3756,208.6489,Ses03M_impro03_F034,xxx,2.5,3.5,3.5
4755,208.6489,212.77,Ses03M_impro03_F035,xxx,2.0,3.5,4.0
4756,213.795,217.9375,Ses03M_impro03_F036,neu,2.0,3.0,4.5
4757,218.0262,220.4331,Ses03M_impro03_F037,xxx,2.5,2.5,2.5
4758,221.8425,224.2503,Ses03M_impro03_F038,xxx,1.5,3.5,3.5
4759,226.0364,231.7551,Ses03M_impro03_F039,xxx,2.0,3.5,4.0
4760,238.0125,243.9437,Ses03M_impro03_F040,xxx,2.5,3.5,4.0
4761,246.6175,250.565,Ses03M_impro03_F041,xxx,3.0,3.5,4.0
4762,254.3029,260.5801,Ses03M_impro03_F042,xxx,3.0,3.0,3.0
4763,0.4621,3.0025,Ses03M_impro03_M000,exc,4.0,3.0,3.0
4764,4.0436,7.3747,Ses03M_impro03_M001,exc,4.0,4.0,3.0
4765,7.5288,14.0755,Ses03M_impro03_M002,exc,5.0,4.5,4.5
4766,14.1525,21.7776,Ses03M_impro03_M003,exc,5.0,4.5,4.5
4767,23.4975,27.2268,Ses03M_impro03_M004,exc,4.5,4.5,4.0
4768,28.4206,35.8916,Ses03M_impro03_M005,xxx,4.5,4.0,4.5
4769,37.5283,40.8402,Ses03M_impro03_M006,xxx,4.0,3.5,3.5
4770,45.75,52.7925,Ses03M_impro03_M007,xxx,4.5,4.5,4.5
4771,52.91,58.3046,Ses03M_impro03_M008,xxx,3.5,3.0,3.5
4772,58.36,60.1425,Ses03M_impro03_M009,xxx,4.5,2.5,3.0
4773,63.655,71.45,Ses03M_impro03_M010,xxx,4.5,4.5,4.5
4774,71.6292,79.4853,Ses03M_impro03_M011,exc,4.0,4.0,4.0
4775,79.57,82.0655,Ses03M_impro03_M012,hap,4.0,3.5,3.5
4776,86.2875,89.7868,Ses03M_impro03_M013,exc,4.0,3.0,3.0
4777,90.0757,94.3118,Ses03M_impro03_M014,hap,4.0,4.0,3.0
4778,94.5043,100.2616,Ses03M_impro03_M015,hap,4.5,4.0,4.0
4779,103.4965,106.2307,Ses03M_impro03_M016,hap,4.0,2.5,2.5
4780,106.2307,109.6004,Ses03M_impro03_M017,hap,4.0,3.0,3.0
4781,109.6004,115.3577,Ses03M_impro03_M018,hap,4.0,3.0,4.0
4782,115.405,117.865,Ses03M_impro03_M019,hap,3.5,3.0,2.5
4783,119.4205,127.3325,Ses03M_impro03_M020,hap,4.0,3.0,4.0
4784,127.415,136.4228,Ses03M_impro03_M021,hap,4.0,4.0,4.0
4785,136.6731,141.3521,Ses03M_impro03_M022,xxx,4.0,2.5,3.5
4786,141.5832,146.243,Ses03M_impro03_M023,xxx,4.0,2.5,3.5
4787,153.1425,160.345,Ses03M_impro03_M024,xxx,4.5,3.5,4.0
4788,160.7036,165.73,Ses03M_impro03_M025,xxx,4.5,3.0,3.5
4789,166.0758,168.0398,Ses03M_impro03_M026,xxx,4.0,2.5,3.0
4790,169.7728,174.2015,Ses03M_impro03_M027,xxx,3.5,3.0,3.0
4791,174.3362,178.6301,Ses03M_impro03_M028,neu,3.0,3.0,2.0
4792,179.4389,184.8303,Ses03M_impro03_M029,hap,4.0,3.5,4.0
4793,190.395,193.3989,Ses03M_impro03_M030,hap,3.0,2.5,3.5
4794,194.5349,204.952,Ses03M_impro03_M031,hap,4.0,3.0,4.0
4795,206.3191,208.5912,Ses03M_impro03_M032,hap,3.5,2.5,3.0
4796,212.315,214.4833,Ses03M_impro03_M033,neu,2.0,3.0,3.5
4797,216.0044,223.1096,Ses03M_impro03_M034,xxx,4.0,3.0,3.0
4798,223.2829,226.7082,Ses03M_impro03_M035,exc,4.5,4.0,3.5
4799,230.0029,237.0888,Ses03M_impro03_M036,xxx,4.0,3.0,3.5
4800,237.165,240.015,Ses03M_impro03_M037,xxx,4.0,2.5,3.0
4801,243.1157,248.5775,Ses03M_impro03_M038,neu,4.0,2.5,3.0
4802,249.9128,255.0346,Ses03M_impro03_M039,hap,4.0,3.0,3.0
4803,255.2849,261.6584,Ses03M_impro03_M040,xxx,5.0,4.5,4.0
4804,6.32,8.52,Ses03M_impro04_F000,xxx,2.5,2.0,2.0
4805,13.85,17.3375,Ses03M_impro04_F001,neu,3.0,2.5,2.5
4806,19.89,24.66,Ses03M_impro04_F002,fru,2.5,2.5,2.0
4807,29.65,31.36,Ses03M_impro04_F003,neu,3.0,2.0,2.0
4808,33.44,35.72,Ses03M_impro04_F004,neu,3.0,2.0,2.0
4809,38.65,43.08,Ses03M_impro04_F005,sur,2.5,2.0,2.0
4810,57.02,67.59,Ses03M_impro04_F006,xxx,3.0,3.5,3.0
4811,74.06,75.65,Ses03M_impro04_F007,sad,3.0,1.5,1.5
4812,81.54,82.79,Ses03M_impro04_F008,sad,3.0,2.0,1.5
4813,84.55,88.4,Ses03M_impro04_F009,xxx,3.0,3.0,2.0
4814,91.26,93.45,Ses03M_impro04_F010,exc,4.0,2.0,1.5
4815,96.33,100.22,Ses03M_impro04_F011,xxx,2.0,3.0,3.5
4816,117.79,119.75,Ses03M_impro04_F012,xxx,2.0,2.0,1.5
4817,120.04,128.49,Ses03M_impro04_F013,xxx,3.0,3.0,3.0
4818,129.02,131.8,Ses03M_impro04_F014,neu,3.0,2.0,2.0
4819,133.6,136.9575,Ses03M_impro04_F015,neu,3.0,3.0,2.5
4820,148.4,153.24,Ses03M_impro04_F016,xxx,2.0,3.5,2.5
4821,157.61,162.27,Ses03M_impro04_F017,xxx,2.5,2.5,2.5
4822,165.03,172.13,Ses03M_impro04_F018,xxx,3.0,2.5,3.0
4823,177.71,180.52,Ses03M_impro04_F019,xxx,2.5,3.0,2.0
4824,181.49,183.61,Ses03M_impro04_F020,xxx,2.5,2.5,2.5
4825,190.14,193.74,Ses03M_impro04_F021,xxx,3.0,2.5,3.0
4826,196.57,199.9075,Ses03M_impro04_F022,xxx,4.0,2.5,3.0
4827,205.59,212.11,Ses03M_impro04_F023,neu,3.0,2.0,2.0
4828,212.55,215.03,Ses03M_impro04_F024,fru,3.0,2.0,1.5
4829,215.34,221.3,Ses03M_impro04_F025,neu,3.0,2.5,2.5
4830,221.54,227.5,Ses03M_impro04_F026,sur,2.0,3.0,3.0
4831,231.26,241.94,Ses03M_impro04_F027,xxx,3.0,3.5,3.0
4832,248.83,256.3,Ses03M_impro04_F028,fru,3.5,3.0,3.0
4833,265.84,268.88,Ses03M_impro04_F029,neu,3.0,2.5,3.0
4834,270.73,273.81,Ses03M_impro04_F030,neu,3.0,2.5,2.5
4835,277.5,279.99,Ses03M_impro04_F031,neu,4.0,2.0,2.5
4836,285.47,287.84,Ses03M_impro04_F032,neu,4.0,2.5,2.0
4837,8.13,11.29,Ses03M_impro04_M000,sad,2.5,1.5,1.5
4838,16.91,20.43,Ses03M_impro04_M001,fru,2.0,3.0,3.5
4839,24.01,30.0745,Ses03M_impro04_M002,fru,2.5,2.0,2.0
4840,30.46,33.78,Ses03M_impro04_M003,xxx,2.5,2.5,2.5
4841,34.57,36.31,Ses03M_impro04_M004,ang,2.5,2.5,3.0
4842,43.23,57.03,Ses03M_impro04_M005,fru,3.0,2.0,2.5
4843,65.95,74.62,Ses03M_impro04_M006,fru,2.0,2.5,3.0
4844,75.68,82.07,Ses03M_impro04_M007,xxx,2.0,3.0,3.0
4845,82.11,85.05,Ses03M_impro04_M008,ang,2.5,3.0,3.0
4846,88.36,92.14,Ses03M_impro04_M009,fru,2.5,2.5,2.5
4847,93.68,96.41,Ses03M_impro04_M010,fru,3.0,1.5,1.5
4848,99.3,105.34,Ses03M_impro04_M011,fru,2.0,2.5,2.5
4849,105.3575,116.29,Ses03M_impro04_M012,fru,2.0,4.0,3.5
4850,117.77,119.99,Ses03M_impro04_M013,fru,3.0,2.0,2.5
4851,127.57,129.49,Ses03M_impro04_M014,neu,3.0,2.0,1.5
4852,131.91,134.0,Ses03M_impro04_M015,dis,2.5,2.0,1.5
4853,136.6475,142.73,Ses03M_impro04_M016,fru,2.5,3.5,3.0
4854,142.765,146.03,Ses03M_impro04_M017,fru,2.0,2.0,2.5
4855,146.0525,148.7425,Ses03M_impro04_M018,fru,2.0,2.0,2.5
4856,152.74,157.48,Ses03M_impro04_M019,xxx,2.0,3.0,2.5
4857,161.38,165.07,Ses03M_impro04_M020,fru,2.0,2.0,2.5
4858,170.6,174.52,Ses03M_impro04_M021,fru,2.5,3.0,3.0
4859,177.74,181.84,Ses03M_impro04_M022,fru,3.0,2.5,2.0
4860,183.12,190.55,Ses03M_impro04_M023,fru,2.5,3.0,3.0
4861,193.52,196.48,Ses03M_impro04_M024,neu,3.0,2.5,1.5
4862,196.66,198.77,Ses03M_impro04_M025,fru,2.5,2.5,2.5
4863,199.75,201.27,Ses03M_impro04_M026,sad,2.5,1.5,1.5
4864,201.52,205.9,Ses03M_impro04_M027,fru,3.0,2.0,2.5
4865,206.4975,209.77,Ses03M_impro04_M028,fru,2.5,2.0,2.0
4866,211.24,214.08,Ses03M_impro04_M029,fru,2.0,3.0,3.5
4867,220.38,221.9175,Ses03M_impro04_M030,sad,2.5,1.5,2.0
4868,225.4,227.06,Ses03M_impro04_M031,sad,2.0,1.5,1.5
4869,227.68,230.37,Ses03M_impro04_M032,xxx,2.0,1.5,2.0
4870,241.62,246.48,Ses03M_impro04_M033,fru,3.0,3.0,2.5
4871,246.505,249.7,Ses03M_impro04_M034,fru,2.5,3.0,2.5
4872,255.77,262.57,Ses03M_impro04_M035,fru,2.0,3.0,3.0
4873,263.3,271.57,Ses03M_impro04_M036,fru,2.0,3.0,3.0
4874,274.6,277.78,Ses03M_impro04_M037,fru,2.5,2.0,2.5
4875,279.88,282.21,Ses03M_impro04_M038,neu,3.5,2.0,2.0
4876,282.84,285.58,Ses03M_impro04_M039,xxx,3.5,2.5,2.5
4877,287.81,292.9,Ses03M_impro04_M040,fru,3.5,3.0,3.0
4878,292.99,298.55,Ses03M_impro04_M041,hap,4.5,3.5,2.0
4879,5.73,7.53,Ses03M_impro05a_F000,neu,3.5,2.5,2.5
4880,11.22,14.59,Ses03M_impro05a_F001,neu,3.5,2.0,2.5
4881,17.32,22.2,Ses03M_impro05a_F002,neu,2.0,2.5,3.0
4882,24.09,27.76,Ses03M_impro05a_F003,fru,2.5,3.0,2.5
4883,28.11,33.9325,Ses03M_impro05a_F004,fru,3.0,3.5,2.5
4884,34.16,35.85,Ses03M_impro05a_F005,neu,3.0,2.5,2.0
4885,38.175,42.27,Ses03M_impro05a_F006,fru,3.5,2.0,2.5
4886,49.4,53.89,Ses03M_impro05a_F007,neu,2.5,3.0,3.0
4887,54.49,57.02,Ses03M_impro05a_F008,neu,3.0,2.5,3.0
4888,59.01,61.82,Ses03M_impro05a_F009,neu,3.0,2.5,3.0
4889,65.77,67.72,Ses03M_impro05a_F010,fru,2.0,2.5,2.5
4890,71.54,73.33,Ses03M_impro05a_F011,neu,3.0,2.0,2.0
4891,74.25,80.89,Ses03M_impro05a_F012,neu,2.5,3.0,3.0
4892,82.77,87.68,Ses03M_impro05a_F013,xxx,3.0,3.0,2.5
4893,90.9925,92.21,Ses03M_impro05a_F014,neu,3.5,2.5,2.5
4894,93.18,96.71,Ses03M_impro05a_F015,fru,2.5,3.0,3.0
4895,101.69,107.76,Ses03M_impro05a_F016,neu,2.5,3.0,3.0
4896,111.21,113.51,Ses03M_impro05a_F017,xxx,4.0,3.0,3.0
4897,115.88,119.74,Ses03M_impro05a_F018,ang,3.0,3.5,4.0
4898,120.34,122.94,Ses03M_impro05a_F019,fru,3.5,2.5,2.5
4899,122.98,129.55,Ses03M_impro05a_F020,fru,3.0,3.5,3.5
4900,130.13,131.39,Ses03M_impro05a_F021,neu,3.0,3.0,2.5
4901,131.41,134.295,Ses03M_impro05a_F022,xxx,2.5,3.5,4.0
4902,134.62,139.06,Ses03M_impro05a_F023,neu,3.0,3.0,3.0
4903,140.49,141.87,Ses03M_impro05a_F024,neu,3.0,3.0,3.0
4904,143.29,145.77,Ses03M_impro05a_F025,neu,3.0,2.5,3.5
4905,149.51,152.87,Ses03M_impro05a_F026,xxx,2.5,3.0,3.0
4906,153.89,155.71,Ses03M_impro05a_F027,fru,2.0,3.0,2.5
4907,156.69,157.98,Ses03M_impro05a_F028,ang,2.5,2.5,3.5
4908,7.17,11.72,Ses03M_impro05a_M000,ang,2.0,4.0,4.5
4909,13.83,17.78,Ses03M_impro05a_M001,ang,1.5,4.0,4.5
4910,21.76,25.02,Ses03M_impro05a_M002,ang,1.5,4.0,4.5
4911,26.95,28.6507,Ses03M_impro05a_M003,ang,2.5,3.0,4.0
4912,29.44,30.5,Ses03M_impro05a_M004,ang,2.5,3.0,3.0
4913,33.53,34.59,Ses03M_impro05a_M005,ang,2.5,3.0,3.5
4914,34.94,37.05,Ses03M_impro05a_M006,ang,1.5,4.0,4.5
4915,37.0975,38.98,Ses03M_impro05a_M007,ang,1.5,4.0,3.5
4916,41.19,45.365,Ses03M_impro05a_M008,xxx,2.0,3.0,4.5
4917,45.4125,50.24,Ses03M_impro05a_M009,xxx,1.5,4.0,4.5
4918,53.11,55.07,Ses03M_impro05a_M010,ang,2.0,3.5,4.0
4919,56.55,59.74,Ses03M_impro05a_M011,ang,2.5,4.0,3.5
4920,60.95,66.43,Ses03M_impro05a_M012,ang,1.5,4.5,4.5
4921,67.1,72.19,Ses03M_impro05a_M013,ang,2.0,4.0,4.5
4922,72.64,74.1625,Ses03M_impro05a_M014,ang,2.5,3.5,4.0
4923,79.42,83.51,Ses03M_impro05a_M015,xxx,1.5,4.5,5.0
4924,87.19,91.3275,Ses03M_impro05a_M016,ang,1.5,4.5,4.5
4925,91.36,94.47,Ses03M_impro05a_M017,ang,1.5,4.5,5.0
4926,96.24,102.32,Ses03M_impro05a_M018,ang,1.0,5.0,5.0
4927,107.2,111.21,Ses03M_impro05a_M019,xxx,2.0,4.5,4.5
4928,113.59,116.3,Ses03M_impro05a_M020,ang,2.0,4.5,4.5
4929,119.01,120.88,Ses03M_impro05a_M021,ang,1.5,4.5,4.5
4930,126.79,130.58,Ses03M_impro05a_M022,ang,2.5,2.5,3.0
4931,133.9,135.21,Ses03M_impro05a_M023,ang,1.5,4.0,4.5
4932,138.5675,140.99,Ses03M_impro05a_M024,ang,1.5,4.0,4.5
4933,141.2,143.71,Ses03M_impro05a_M025,ang,2.0,4.0,4.5
4934,145.05,151.19,Ses03M_impro05a_M026,ang,2.5,3.5,4.0
4935,152.29,154.61,Ses03M_impro05a_M027,ang,2.5,3.0,3.5
4936,156.045,159.485,Ses03M_impro05a_M028,ang,2.5,3.0,3.0
4937,160.05,162.53,Ses03M_impro05a_M029,ang,3.0,2.5,3.5
4938,162.76,167.4425,Ses03M_impro05a_M030,exc,4.5,4.5,4.0
4939,5.2466,7.93,Ses03M_impro05b_F000,neu,3.0,2.0,2.5
4940,15.935,20.6125,Ses03M_impro05b_F001,neu,3.0,3.0,3.0
4941,20.94,23.45,Ses03M_impro05b_F002,neu,3.0,2.5,3.5
4942,23.9,26.15,Ses03M_impro05b_F003,neu,3.0,2.0,3.0
4943,28.91,30.67,Ses03M_impro05b_F004,neu,3.0,3.0,2.5
4944,31.64,38.215,Ses03M_impro05b_F005,neu,3.0,3.0,2.5
4945,39.73,40.77,Ses03M_impro05b_F006,neu,3.0,3.0,2.5
4946,50.09,55.89,Ses03M_impro05b_F007,neu,3.0,3.0,2.5
4947,55.91,58.635,Ses03M_impro05b_F008,neu,3.0,3.0,3.0
4948,59.7475,62.15,Ses03M_impro05b_F009,neu,3.0,3.5,2.5
4949,64.06,68.16,Ses03M_impro05b_F010,neu,2.5,3.5,3.5
4950,71.09,77.81,Ses03M_impro05b_F011,neu,3.0,3.5,2.5
4951,81.52,85.5,Ses03M_impro05b_F012,neu,2.5,3.0,3.0
4952,92.37,96.17,Ses03M_impro05b_F013,neu,3.0,3.5,2.5
4953,101.76,103.87,Ses03M_impro05b_F014,neu,2.5,3.5,2.5
4954,105.74,108.77,Ses03M_impro05b_F015,neu,3.0,3.0,2.5
4955,110.04,118.68,Ses03M_impro05b_F016,neu,3.0,3.5,2.5
4956,120.54,124.29,Ses03M_impro05b_F017,fru,2.5,2.5,3.5
4957,142.47,144.38,Ses03M_impro05b_F018,neu,3.0,3.0,2.5
4958,145.8,153.13,Ses03M_impro05b_F019,neu,2.5,3.0,2.5
4959,153.145,159.61,Ses03M_impro05b_F020,neu,2.5,3.5,2.5
4960,161.48,168.58,Ses03M_impro05b_F021,neu,2.5,3.0,3.0
4961,168.58,170.04,Ses03M_impro05b_F022,neu,2.5,2.5,2.5
4962,170.61,177.53,Ses03M_impro05b_F023,neu,3.0,3.0,3.0
4963,186.06,187.86,Ses03M_impro05b_F024,fru,2.5,2.5,2.5
4964,191.17,196.95,Ses03M_impro05b_F025,fru,3.0,3.0,2.0
4965,202.95,205.0,Ses03M_impro05b_F026,fru,3.0,2.0,2.0
4966,207.73,209.53,Ses03M_impro05b_F027,neu,2.5,2.5,1.5
4967,212.48,215.76,Ses03M_impro05b_F028,neu,3.0,3.0,2.5
4968,218.89,221.71,Ses03M_impro05b_F029,neu,3.0,2.5,2.0
4969,221.8475,225.04,Ses03M_impro05b_F030,neu,3.0,3.5,2.0
4970,233.07,235.31,Ses03M_impro05b_F031,fru,2.5,3.0,1.5
4971,7.26,10.25,Ses03M_impro05b_M000,xxx,2.5,3.0,3.0
4972,10.59,16.91,Ses03M_impro05b_M001,fru,2.5,2.0,3.5
4973,20.28,21.72,Ses03M_impro05b_M002,fru,2.5,2.5,3.0
4974,23.09,24.47,Ses03M_impro05b_M003,fru,2.5,3.0,3.0
4975,25.85,29.35,Ses03M_impro05b_M004,fru,2.0,3.0,4.0
4976,30.09,33.0,Ses03M_impro05b_M005,fru,2.5,2.0,4.0
4977,37.86,40.12,Ses03M_impro05b_M006,fru,3.0,2.5,3.5
4978,40.31,51.47,Ses03M_impro05b_M007,fru,1.5,3.0,4.5
4979,58.32,60.06,Ses03M_impro05b_M008,ang,1.5,3.0,4.5
4980,61.39,64.87,Ses03M_impro05b_M009,xxx,2.5,2.0,4.0
4981,66.72,72.44,Ses03M_impro05b_M010,fru,1.5,2.5,4.5
4982,76.2,83.22,Ses03M_impro05b_M011,ang,1.5,2.5,4.0
4983,84.89,92.77,Ses03M_impro05b_M012,xxx,1.5,3.5,4.0
4984,95.22,102.04,Ses03M_impro05b_M013,ang,1.5,4.0,4.5
4985,102.06,106.54,Ses03M_impro05b_M014,ang,1.5,3.5,4.5
4986,108.21,110.95,Ses03M_impro05b_M015,ang,2.5,2.5,3.5
4987,117.08,120.8,Ses03M_impro05b_M016,ang,1.5,4.0,4.5
4988,123.97,134.6925,Ses03M_impro05b_M017,fru,2.0,2.0,4.0
4989,134.72,142.87,Ses03M_impro05b_M018,fru,2.0,3.0,4.5
4990,144.25,146.215,Ses03M_impro05b_M019,neu,3.5,3.0,3.5
4991,157.97,161.94,Ses03M_impro05b_M020,ang,2.0,3.5,4.5
4992,167.08,168.81,Ses03M_impro05b_M021,ang,1.5,3.5,4.5
4993,169.02,171.5,Ses03M_impro05b_M022,ang,1.5,4.0,4.5
4994,174.24,178.54,Ses03M_impro05b_M023,ang,1.5,2.5,4.5
4995,178.54,183.5225,Ses03M_impro05b_M024,ang,1.5,3.5,4.5
4996,183.54,186.45,Ses03M_impro05b_M025,ang,1.5,3.0,4.5
4997,187.43,192.33,Ses03M_impro05b_M026,ang,1.5,4.0,4.5
4998,194.71,197.07,Ses03M_impro05b_M027,ang,2.0,2.5,3.5
4999,197.23,203.47,Ses03M_impro05b_M028,fru,2.0,3.5,4.0
5000,204.14,213.07,Ses03M_impro05b_M029,ang,1.5,3.5,4.5
